timestamp,demand_mw,temperature,humidity,hour,day_of_week,month,is_weekend,is_holiday,is_anomaly
2022-01-09 18:00:00,577.19,2.6,46.9,18,6,1,1,0,0
2022-01-09 19:00:00,642.81,3.0,60.6,19,6,1,1,0,0
2022-01-09 20:00:00,647.99,1.3,65.6,20,6,1,1,0,0
2022-01-09 21:00:00,670.35,-0.7,74.8,21,6,1,1,0,0
2022-01-09 22:00:00,660.86,-4.4,68.2,22,6,1,1,0,0
2022-01-09 23:00:00,601.02,-1.7,72.9,23,6,1,1,0,0
2022-01-10 00:00:00,582.6,-6.3,51.6,0,0,1,0,0,0
2022-01-10 01:00:00,624.29,-4.5,58.1,1,0,1,0,0,0
2022-01-10 02:00:00,596.13,-4.8,65.7,2,0,1,0,0,0
2022-01-10 03:00:00,623.9,-2.3,72.3,3,0,1,0,0,0
2022-01-10 04:00:00,596.67,5.4,56.9,4,0,1,0,0,0
2022-01-10 05:00:00,630.2,-5.9,60.9,5,0,1,0,0,0
2022-01-10 06:00:00,629.79,3.1,66.0,6,0,1,0,0,0
2022-01-10 07:00:00,714.27,-2.6,49.5,7,0,1,0,0,0
2022-01-10 08:00:00,713.27,2.1,75.5,8,0,1,0,0,0
2022-01-10 09:00:00,683.69,7.8,48.9,9,0,1,0,0,0
2022-01-10 10:00:00,771.43,5.5,39.2,10,0,1,0,0,0
2022-01-10 11:00:00,744.61,2.6,59.3,11,0,1,0,0,0
2022-01-10 12:00:00,721.77,3.8,75.8,12,0,1,0,0,0
2022-01-10 13:00:00,717.84,7.9,63.5,13,0,1,0,0,0
2022-01-10 14:00:00,707.03,3.1,66.6,14,0,1,0,0,0
2022-01-10 15:00:00,742.37,5.2,58.9,15,0,1,0,0,0
2022-01-10 16:00:00,720.72,3.6,57.4,16,0,1,0,0,0
2022-01-10 17:00:00,699.68,0.3,44.5,17,0,1,0,0,0
2022-01-10 18:00:00,648.75,7.4,35.2,18,0,1,0,0,0
2022-01-10 19:00:00,720.17,1.6,61.5,19,0,1,0,0,0
2022-01-10 20:00:00,747.19,-7.6,75.4,20,0,1,0,0,0
2022-01-10 21:00:00,754.4,-2.0,64.0,21,0,1,0,0,0
2022-01-10 22:00:00,729.01,-5.3,67.8,22,0,1,0,0,0
2022-01-10 23:00:00,700.77,-1.3,76.2,23,0,1,0,0,0
2022-01-11 00:00:00,637.87,-6.3,65.2,0,1,1,0,0,0
2022-01-11 01:00:00,560.64,-4.1,60.0,1,1,1,0,0,0
2022-01-11 02:00:00,602.79,-1.7,52.3,2,1,1,0,0,0
2022-01-11 03:00:00,612.85,0.1,80.2,3,1,1,0,0,0
2022-01-11 04:00:00,623.49,-5.0,66.8,4,1,1,0,0,0
2022-01-11 05:00:00,604.58,-1.2,50.9,5,1,1,0,0,0
2022-01-11 06:00:00,672.8,-0.3,48.4,6,1,1,0,0,0
2022-01-11 07:00:00,670.46,0.4,72.4,7,1,1,0,0,0
2022-01-11 08:00:00,658.91,8.9,47.0,8,1,1,0,0,0
2022-01-11 09:00:00,736.87,5.8,76.8,9,1,1,0,0,0
2022-01-11 10:00:00,762.55,1.6,31.9,10,1,1,0,0,0
2022-01-11 11:00:00,718.6,8.7,71.6,11,1,1,0,0,0
2022-01-11 12:00:00,721.27,12.5,61.1,12,1,1,0,0,0
2022-01-11 13:00:00,746.47,9.0,58.5,13,1,1,0,0,0
2022-01-11 14:00:00,744.91,0.9,58.0,14,1,1,0,0,0
2022-01-11 15:00:00,731.81,3.2,78.0,15,1,1,0,0,0
2022-01-11 16:00:00,697.35,7.4,64.9,16,1,1,0,0,0
2022-01-11 17:00:00,678.72,0.3,50.9,17,1,1,0,0,0
2022-01-11 18:00:00,663.06,2.4,42.1,18,1,1,0,0,0
2022-01-11 19:00:00,674.35,2.1,61.1,19,1,1,0,0,0
2022-01-11 20:00:00,749.75,-4.2,61.2,20,1,1,0,0,0
2022-01-11 21:00:00,746.4,-2.6,45.6,21,1,1,0,0,0
2022-01-11 22:00:00,760.97,-13.0,63.3,22,1,1,0,0,0
2022-01-11 23:00:00,695.51,-6.8,56.3,23,1,1,0,0,0
2022-01-12 00:00:00,626.35,-4.6,61.5,0,2,1,0,0,0
2022-01-12 01:00:00,632.93,-7.4,69.5,1,2,1,0,0,0
2022-01-12 02:00:00,587.95,1.8,74.4,2,2,1,0,0,0
2022-01-12 03:00:00,597.98,-6.6,71.1,3,2,1,0,0,0
2022-01-12 04:00:00,585.01,-2.6,53.6,4,2,1,0,0,0
2022-01-12 05:00:00,604.07,0.3,63.6,5,2,1,0,0,0
2022-01-12 06:00:00,649.6,5.5,59.0,6,2,1,0,0,0
2022-01-12 07:00:00,728.37,-1.8,47.2,7,2,1,0,0,0
2022-01-12 08:00:00,687.57,7.2,61.8,8,2,1,0,0,0
2022-01-12 09:00:00,683.95,4.8,77.1,9,2,1,0,0,0
2022-01-12 10:00:00,734.75,2.6,59.6,10,2,1,0,0,0
2022-01-12 11:00:00,759.42,7.4,41.8,11,2,1,0,0,0
2022-01-12 12:00:00,726.0,6.8,58.3,12,2,1,0,0,0
2022-01-12 13:00:00,766.32,4.2,46.6,13,2,1,0,0,0
2022-01-12 14:00:00,732.94,5.7,66.9,14,2,1,0,0,0
2022-01-12 15:00:00,732.95,3.6,64.2,15,2,1,0,0,0
2022-01-12 16:00:00,735.1,4.0,57.1,16,2,1,0,0,0
2022-01-12 17:00:00,635.74,4.5,55.3,17,2,1,0,0,0
2022-01-12 18:00:00,660.1,5.9,56.1,18,2,1,0,0,0
2022-01-12 19:00:00,709.57,-3.8,61.2,19,2,1,0,0,0
2022-01-12 20:00:00,695.04,5.1,50.8,20,2,1,0,0,0
2022-01-12 21:00:00,762.61,-8.2,48.6,21,2,1,0,0,0
2022-01-12 22:00:00,773.9,-3.6,72.5,22,2,1,0,0,0
2022-01-12 23:00:00,732.34,-1.9,56.7,23,2,1,0,0,0
2022-01-13 00:00:00,578.59,-2.9,62.5,0,3,1,0,0,0
2022-01-13 01:00:00,610.83,-5.4,64.5,1,3,1,0,0,0
2022-01-13 02:00:00,639.86,-3.7,64.3,2,3,1,0,0,0
2022-01-13 03:00:00,620.74,-3.7,49.4,3,3,1,0,0,0
2022-01-13 04:00:00,618.58,-3.0,44.1,4,3,1,0,0,0
2022-01-13 05:00:00,571.01,2.5,53.4,5,3,1,0,0,0
2022-01-13 06:00:00,638.01,2.4,63.2,6,3,1,0,0,0
2022-01-13 07:00:00,657.21,0.5,52.6,7,3,1,0,0,0
2022-01-13 08:00:00,657.47,6.5,54.5,8,3,1,0,0,0
2022-01-13 09:00:00,688.32,5.7,79.5,9,3,1,0,0,0
2022-01-13 10:00:00,703.87,8.1,39.1,10,3,1,0,0,0
2022-01-13 11:00:00,717.35,8.0,50.0,11,3,1,0,0,0
2022-01-13 12:00:00,731.75,3.8,77.8,12,3,1,0,0,0
2022-01-13 13:00:00,763.69,4.4,58.2,13,3,1,0,0,0
2022-01-13 14:00:00,704.88,7.9,50.6,14,3,1,0,0,0
2022-01-13 15:00:00,739.27,6.7,69.7,15,3,1,0,0,0
2022-01-13 16:00:00,689.14,3.7,59.4,16,3,1,0,0,0
2022-01-13 17:00:00,685.86,2.9,55.6,17,3,1,0,0,0
2022-01-13 18:00:00,654.06,5.1,60.4,18,3,1,0,0,0
2022-01-13 19:00:00,687.39,-1.8,54.0,19,3,1,0,0,0
2022-01-13 20:00:00,721.43,0.4,49.7,20,3,1,0,0,0
2022-01-13 21:00:00,738.5,-2.9,59.7,21,3,1,0,0,0
2022-01-13 22:00:00,747.82,-3.7,51.0,22,3,1,0,0,0
2022-01-13 23:00:00,698.16,-0.2,60.2,23,3,1,0,0,0
2022-01-14 00:00:00,598.42,-1.1,63.9,0,4,1,0,0,0
2022-01-14 01:00:00,615.36,-1.0,68.8,1,4,1,0,0,0
2022-01-14 02:00:00,613.85,1.0,71.0,2,4,1,0,0,0
2022-01-14 03:00:00,653.23,-2.1,56.6,3,4,1,0,0,0
2022-01-14 04:00:00,608.54,0.9,64.7,4,4,1,0,0,0
2022-01-14 05:00:00,612.69,-0.8,65.2,5,4,1,0,0,0
2022-01-14 06:00:00,661.47,2.4,62.6,6,4,1,0,0,0
2022-01-14 07:00:00,660.0,2.3,54.5,7,4,1,0,0,0
2022-01-14 08:00:00,662.93,4.2,48.5,8,4,1,0,0,0
2022-01-14 09:00:00,704.32,6.7,63.0,9,4,1,0,0,0
2022-01-14 10:00:00,758.23,3.3,42.0,10,4,1,0,0,0
2022-01-14 11:00:00,743.76,12.5,53.6,11,4,1,0,0,0
2022-01-14 12:00:00,712.28,3.4,33.5,12,4,1,0,0,0
2022-01-14 13:00:00,762.17,2.6,45.9,13,4,1,0,0,0
2022-01-14 14:00:00,675.31,9.2,48.5,14,4,1,0,0,0
2022-01-14 15:00:00,717.98,7.3,68.8,15,4,1,0,0,0
2022-01-14 16:00:00,700.69,5.8,65.2,16,4,1,0,0,0
2022-01-14 17:00:00,637.68,4.6,53.1,17,4,1,0,0,0
2022-01-14 18:00:00,675.93,1.4,66.9,18,4,1,0,0,0
2022-01-14 19:00:00,742.65,-2.6,69.7,19,4,1,0,0,0
2022-01-14 20:00:00,730.67,-0.9,58.7,20,4,1,0,0,0
2022-01-14 21:00:00,755.34,-4.2,47.4,21,4,1,0,0,0
2022-01-14 22:00:00,758.89,-0.0,57.9,22,4,1,0,0,0
2022-01-14 23:00:00,689.1,-3.9,60.2,23,4,1,0,0,0
2022-01-15 00:00:00,525.89,-6.0,49.5,0,5,1,1,0,0
2022-01-15 01:00:00,526.08,-4.3,65.0,1,5,1,1,0,0
2022-01-15 02:00:00,535.5,-1.6,63.3,2,5,1,1,0,0
2022-01-15 03:00:00,541.85,-3.7,65.6,3,5,1,1,0,0
2022-01-15 04:00:00,529.32,-3.5,63.8,4,5,1,1,0,0
2022-01-15 05:00:00,521.16,0.9,67.0,5,5,1,1,0,0
2022-01-15 06:00:00,562.49,2.2,57.5,6,5,1,1,0,0
2022-01-15 07:00:00,592.21,1.3,61.6,7,5,1,1,0,0
2022-01-15 08:00:00,606.85,2.6,55.2,8,5,1,1,0,0
2022-01-15 09:00:00,618.29,5.7,52.4,9,5,1,1,0,0
2022-01-15 10:00:00,622.11,1.5,72.9,10,5,1,1,0,0
2022-01-15 11:00:00,665.78,2.1,38.9,11,5,1,1,0,0
2022-01-15 12:00:00,627.84,4.4,67.5,12,5,1,1,0,0
2022-01-15 13:00:00,674.52,5.7,52.1,13,5,1,1,0,0
2022-01-15 14:00:00,635.1,6.8,50.5,14,5,1,1,0,0
2022-01-15 15:00:00,619.92,9.5,59.8,15,5,1,1,0,0
2022-01-15 16:00:00,602.8,6.6,43.1,16,5,1,1,0,0
2022-01-15 17:00:00,594.04,2.3,51.1,17,5,1,1,0,0
2022-01-15 18:00:00,600.92,1.4,51.1,18,5,1,1,0,0
2022-01-15 19:00:00,601.36,-2.8,58.6,19,5,1,1,0,0
2022-01-15 20:00:00,619.97,-1.1,52.3,20,5,1,1,0,0
2022-01-15 21:00:00,671.08,-2.9,76.9,21,5,1,1,0,0
2022-01-15 22:00:00,644.93,-1.9,78.5,22,5,1,1,0,0
2022-01-15 23:00:00,644.61,-5.8,41.5,23,5,1,1,0,0
2022-01-16 00:00:00,549.8,-1.8,66.0,0,6,1,1,0,0
2022-01-16 01:00:00,503.71,1.4,68.2,1,6,1,1,0,0
2022-01-16 02:00:00,551.18,-3.0,66.3,2,6,1,1,0,0
2022-01-16 03:00:00,511.69,-0.7,53.6,3,6,1,1,0,0
2022-01-16 04:00:00,527.92,1.2,57.2,4,6,1,1,0,0
2022-01-16 05:00:00,507.89,-0.9,52.8,5,6,1,1,0,0
2022-01-16 06:00:00,575.77,2.3,55.1,6,6,1,1,0,0
2022-01-16 07:00:00,596.61,3.0,47.0,7,6,1,1,0,0
2022-01-16 08:00:00,594.7,4.4,57.5,8,6,1,1,0,0
2022-01-16 09:00:00,615.03,2.8,44.1,9,6,1,1,0,0
2022-01-16 10:00:00,663.54,6.0,56.2,10,6,1,1,0,0
